"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         305,      -5.806121854,      -5.452247967,      -5.431597583,      -8.573131845
          0,           0,         306,      -5.794320641,      -5.459554383,      -5.442942497,      -8.571292489
          0,           0,         307,      -5.782130234,      -5.467796597,      -5.456103832,      -8.569490425
          0,           0,         308,      -5.769764938,      -5.476912237,      -5.471059629,      -8.567727553
          0,           0,         309,      -5.757423228,      -5.486813347,      -5.487748322,      -8.566005793
          0,           0,         310,      -5.745285383,      -5.497380542,      -5.506048936,      -8.564327074
          0,           0,         311,       -5.73351273,      -5.508456631,      -5.525753913,      -8.562693328
          0,           0,         312,      -5.722248074,      -5.519840308,      -5.546533406,      -8.561106476
          0,           0,         313,      -5.711616872,      -5.531280865,      -5.567891801,      -8.559568428
          0,           0,         314,      -5.701728847,      -5.542475511,       -5.58912184,      -8.558081067
          0,           0,         315,      -5.692679758,       -5.55307143,      -5.609270547,      -8.556646246
          0,           0,         316,      -5.684553169,      -5.562675078,      -5.627143812,      -8.555265778
          0,           0,         317,      -5.677422077,       -5.57087097,      -5.641386604,       -8.55394143
          0,           0,         318,      -5.671350327,      -5.577250844,      -5.650667462,      -8.552674914
          0,           0,         319,      -5.666393764,      -5.581451424,      -5.653950755,      -8.551467885
          0,           0,         320,      -5.662601081,      -5.583195479,      -5.650767146,      -8.550321935
          0,           0,         321,      -5.660014341,       -5.58232781,      -5.641350778,      -8.549238587
          0,           0,         322,      -5.658669131,       -5.57883725,      -5.626564838,      -8.548219297
          0,           0,         323,      -5.658594323,      -5.572858505,       -5.60765923,      -8.547265443
          0,           0,         324,       -5.65981136,      -5.564653471,      -5.585986777,      -8.546378334
          0,           0,         325,      -5.662333015,      -5.554577373,      -5.562787513,      -8.545559199
          0,           0,         326,      -5.666161492,      -5.543038501,      -5.539078825,      -8.544809195
          0,           0,         327,      -5.671285747,      -5.530460146,      -5.515632304,      -8.544129403
